Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,6.6,-1,Correct Rejection,0.567876332905,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_1,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,1,0,1,0,6.6,-1,Correct Rejection,0.533871041611,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_2,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,2,0,2,0,6.6,-1,False Alarm,0.636007206049,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_3,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,3,0,3,0,6.6,-1,Hit,0.567774516996,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_4,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,4,0,4,0,6.6,-1,Hit,0.534832956269,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_5,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,5,0,5,0,6.6,-1,Correct Rejection,0.502324112691,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_6,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,6,0,6,0,6.6,-1,Hit,0.524714176077,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_7,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,7,0,7,0,6.6,-1,Hit,0.574376952369,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_8,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,8,0,8,0,6.6,-1,Hit,0.634995204862,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_9,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,9,0,9,0,6.6,-1,False Alarm,0.493271937128,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_10,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,10,0,10,0,6.6,-1,Correct Rejection,0.499816074502,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_11,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,11,0,11,0,6.6,-1,Correct Rejection,0.600181954913,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_12,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,12,0,12,0,6.6,-1,Correct Rejection,0.756560148671,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_13,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,13,0,13,0,6.6,-1,Miss,0.603962281719,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_14,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,14,0,14,0,6.6,-1,Hit,0.599832578562,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_15,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,15,0,15,0,6.6,-1,Miss,0.691618002951,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_16,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,16,0,16,0,6.6,-1,Hit,0.559209251311,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_17,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,17,0,17,0,6.6,-1,Hit,0.523397137877,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_18,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,18,0,18,0,6.6,-1,False Alarm,0.50263243448,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_19,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,19,0,19,0,6.6,-1,Hit,0.473071326967,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_20,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,20,0,20,0,6.6,-1,False Alarm,0.626397916581,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_21,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
Yes-No Task,21,0,21,0,6.6,-1,Hit,0.532613532618,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1752_22,-1,2019_Jun_11_1752,Yes-No Task,2,RORE28,
