Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,9.0,-1,Correct Rejection,0.533896495588,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_1,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,1,0,1,0,9.0,-1,Correct Rejection,0.501264077611,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_2,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,2,0,2,0,9.0,-1,Correct Rejection,0.434359101579,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_3,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,3,0,3,0,9.0,-1,Hit,0.601910362486,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_4,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,4,0,4,0,9.0,-1,Correct Rejection,0.502157019917,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_5,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,5,0,5,0,9.0,-1,Correct Rejection,0.634865060914,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_6,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,6,0,6,0,9.0,-1,Hit,0.467854491901,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_7,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,7,0,7,0,9.0,-1,Correct Rejection,0.535872464068,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_8,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,8,0,8,0,9.0,-1,Correct Rejection,0.432400786784,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_9,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,9,0,9,0,9.0,-1,Hit,0.501138449647,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_10,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,10,0,10,0,9.0,-1,Correct Rejection,0.467393856961,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_11,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,11,0,11,0,9.0,-1,Hit,0.523334734607,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_12,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,12,0,12,0,9.0,-1,Hit,0.534693780355,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_13,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,13,0,13,0,9.0,-1,Hit,0.465774654876,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_14,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,14,0,14,0,9.0,-1,Hit,0.501396684442,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_15,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,15,0,15,0,9.0,-1,Correct Rejection,0.49914523866,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_16,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,16,0,16,0,9.0,-1,Correct Rejection,0.500694647431,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_17,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,17,0,17,0,9.0,-1,Hit,0.435028295033,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_18,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,18,0,18,0,9.0,-1,Hit,0.465171560179,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_19,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,19,0,19,0,9.0,-1,Correct Rejection,0.569782508072,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_20,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,20,0,20,0,9.0,-1,Correct Rejection,0.767728699837,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_21,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,21,0,21,0,9.0,-1,Correct Rejection,0.791899310891,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_22,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,22,0,22,0,9.0,-1,Correct Rejection,0.535416345112,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_23,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,23,0,23,0,9.0,-1,Correct Rejection,0.524677637499,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_24,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,24,0,24,0,9.0,-1,Correct Rejection,0.566171326675,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_25,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,25,0,25,0,9.0,-1,Hit,0.458512469195,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_26,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,26,0,26,0,9.0,-1,Correct Rejection,0.459013748448,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_27,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,27,0,27,0,9.0,-1,False Alarm,0.368751046713,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_28,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,28,0,28,0,9.0,-1,Correct Rejection,0.691191032995,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_29,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,29,0,29,0,9.0,-1,Hit,0.532882442232,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_30,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,30,0,30,0,9.0,-1,Correct Rejection,0.669704586267,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_31,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,31,0,31,0,9.0,-1,Hit,0.504742241465,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_32,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,32,0,32,0,9.0,-1,Correct Rejection,0.602055696771,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_33,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,33,0,33,0,9.0,-1,Hit,0.668478689156,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_34,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
Yes-No Task,34,0,34,0,9.0,-1,Hit,0.636880031321,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1703_35,-1,2019_Jun_11_1703,Yes-No Task,1,RORE28,
