Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,6.0,-1,Correct Rejection,0.367904086132,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_1,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,1,0,1,0,6.0,-1,Correct Rejection,0.269782261923,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_2,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,2,0,2,0,6.0,-1,Correct Rejection,0.400060679298,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_3,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,3,0,3,0,6.0,-1,Correct Rejection,0.367755878251,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_4,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,4,0,4,0,6.0,-1,Correct Rejection,0.334469457157,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_5,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,5,0,5,0,6.0,-1,Miss,0.368229650892,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_6,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,6,0,6,0,6.0,-1,Correct Rejection,0.403181255329,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_7,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,7,0,7,0,6.0,-1,Miss,0.368897612672,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_8,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,8,0,8,0,6.0,-1,False Alarm,0.40126235364,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_9,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,9,0,9,0,6.0,-1,Correct Rejection,0.267663422972,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_10,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,10,0,10,0,6.0,-1,Correct Rejection,0.368833567016,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_11,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,11,0,11,0,6.0,-1,Miss,0.39743399201,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_12,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,12,0,12,0,6.0,-1,False Alarm,0.368053115439,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_13,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,13,0,13,0,6.0,-1,Correct Rejection,0.265430040658,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_14,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,14,0,14,0,6.0,-1,Correct Rejection,0.335506501608,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_15,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,15,0,15,0,6.0,-1,Correct Rejection,0.567448131274,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_16,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,16,0,16,0,6.0,-1,False Alarm,0.433368038386,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_17,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,17,0,17,0,6.0,-1,Miss,0.200685369316,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_18,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,18,0,18,0,6.0,-1,Hit,0.300320884213,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_19,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,19,0,19,0,6.0,-1,Correct Rejection,0.666374219581,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_20,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,20,0,20,0,6.0,-1,False Alarm,0.434804546181,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_21,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
Yes-No Task,21,0,21,0,6.0,-1,Hit,0.532742855605,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1358_22,-1,2019_Jun_11_1358,Yes-No Task,,RAMA04,
