Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,12.0,-1,Miss,0.33392424928,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_1,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,1,0,1,0,12.0,-1,Hit,0.401900344994,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_2,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,2,0,2,0,12.0,-1,False Alarm,0.264807239175,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_3,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,3,0,3,0,12.0,-1,Hit,0.330614409875,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_4,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,4,0,4,0,12.0,-1,Correct Rejection,0.402845016215,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_5,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,5,0,5,0,12.0,-1,Hit,0.433623809833,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_6,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,6,0,6,0,12.0,-1,Hit,0.369150510058,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_7,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,7,0,7,0,12.0,-1,Correct Rejection,0.567321682349,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_8,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,8,0,8,0,12.0,-1,Correct Rejection,0.437885299791,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_9,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
Yes-No Task,9,0,9,0,12.0,-1,Correct Rejection,0.530930285808,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1406_10,-1,2019_Jun_11_1406,Yes-No Task,,RAMA04,
