Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,time_response_second,response_2IFCnew,response_key2Interval_2IFCnew,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
2IFCnew,17,0,17,0,-1,3,No,1.4,-1,Correct Rejection,0.600824052468,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_335,stimulusRORE28_2IFCnew_2019_Jun_11_1716_336,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,18,0,18,0,-1,3,No,1.4,-1,Correct Rejection,0.900854678825,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_337,stimulusRORE28_2IFCnew_2019_Jun_11_1716_338,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,19,0,19,0,-1,3,No,1.4,-1,Correct Rejection,0.602361965459,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_339,stimulusRORE28_2IFCnew_2019_Jun_11_1716_340,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,20,0,20,0,-1,4,No,1.4,-1,Miss,0.572068440262,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_341,stimulusRORE28_2IFCnew_2019_Jun_11_1716_342,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,21,0,21,0,-1,1,No,1.4,-1,Hit,0.734585559927,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_343,stimulusRORE28_2IFCnew_2019_Jun_11_1716_344,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,22,0,22,0,0.867844967172,5,Yes,1.4,-1,False Alarm,0.535115413368,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_345,stimulusRORE28_2IFCnew_2019_Jun_11_1716_346,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,23,0,23,0,-1,3,Yes,1.4,-1,Correct Rejection,0.633278292604,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_347,stimulusRORE28_2IFCnew_2019_Jun_11_1716_348,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,24,0,24,0,-1,2,Yes,1.4,-1,False Alarm,0.601836874615,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_349,stimulusRORE28_2IFCnew_2019_Jun_11_1716_350,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,25,0,25,0,-1,2,Yes,1.4,-1,False Alarm,0.499800884165,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_351,stimulusRORE28_2IFCnew_2019_Jun_11_1716_352,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,26,0,26,0,-1,2,Yes,1.4,-1,False Alarm,0.468611542601,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_353,stimulusRORE28_2IFCnew_2019_Jun_11_1716_354,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,27,0,27,0,-1,3,Yes,1.4,-1,Correct Rejection,0.133782445919,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_355,stimulusRORE28_2IFCnew_2019_Jun_11_1716_356,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,28,0,28,0,-1,2,Yes,1.4,-1,False Alarm,0.673831415828,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_357,stimulusRORE28_2IFCnew_2019_Jun_11_1716_358,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,29,0,29,0,-1,2,Yes,1.4,-1,False Alarm,0.735995382071,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_359,stimulusRORE28_2IFCnew_2019_Jun_11_1716_360,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,30,0,30,0,0.665249317419,5,Yes,1.4,-1,False Alarm,0.739576182794,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_361,stimulusRORE28_2IFCnew_2019_Jun_11_1716_362,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,31,0,31,0,-1,1,Yes,1.4,-1,Hit,0.835982326418,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_363,stimulusRORE28_2IFCnew_2019_Jun_11_1716_364,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,32,0,32,0,-1,1,Yes,1.4,-1,Hit,0.736002772115,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_365,stimulusRORE28_2IFCnew_2019_Jun_11_1716_366,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,33,0,33,0,-1,3,Yes,1.4,-1,Correct Rejection,0.60213246895,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_367,stimulusRORE28_2IFCnew_2019_Jun_11_1716_368,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,34,0,34,0,-1,3,Yes,1.4,-1,Correct Rejection,0.535124855582,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_369,stimulusRORE28_2IFCnew_2019_Jun_11_1716_370,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,35,0,35,0,-1,3,Yes,1.4,-1,Correct Rejection,0.496853969991,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_371,stimulusRORE28_2IFCnew_2019_Jun_11_1716_372,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,36,0,36,0,-1,1,Yes,1.4,-1,Hit,0.632708451711,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_373,stimulusRORE28_2IFCnew_2019_Jun_11_1716_374,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,37,0,37,0,-1,3,Yes,1.4,-1,Correct Rejection,0.499401831534,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_375,stimulusRORE28_2IFCnew_2019_Jun_11_1716_376,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,38,0,38,0,-1,1,Yes,1.4,-1,Hit,0.568221193738,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_377,stimulusRORE28_2IFCnew_2019_Jun_11_1716_378,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,39,0,39,0,-1,2,Yes,1.4,-1,False Alarm,0.636131601874,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_379,stimulusRORE28_2IFCnew_2019_Jun_11_1716_380,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,40,0,40,0,-1,3,Yes,1.4,-1,Correct Rejection,0.302420837805,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_381,stimulusRORE28_2IFCnew_2019_Jun_11_1716_382,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,41,0,41,0,-1,3,Yes,1.4,-1,Correct Rejection,0.667495836969,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_383,stimulusRORE28_2IFCnew_2019_Jun_11_1716_384,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,42,0,42,0,-1,1,Yes,1.4,-1,Hit,0.734336767811,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_385,stimulusRORE28_2IFCnew_2019_Jun_11_1716_386,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,43,0,43,0,-1,1,Yes,1.4,-1,Hit,0.632942053489,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_387,stimulusRORE28_2IFCnew_2019_Jun_11_1716_388,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,44,0,44,0,-1,1,Yes,1.4,-1,Hit,0.558220651466,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_389,stimulusRORE28_2IFCnew_2019_Jun_11_1716_390,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,45,0,45,0,0.735855385195,7,Yes,1.4,-1,Hit,0.701584469527,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_391,stimulusRORE28_2IFCnew_2019_Jun_11_1716_392,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,46,0,46,0,-1,1,Yes,1.4,-1,Hit,0.807197154965,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_393,stimulusRORE28_2IFCnew_2019_Jun_11_1716_394,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,47,0,47,0,0.734427088406,4,Yes,1.4,-1,Miss,0.668546840083,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_395,stimulusRORE28_2IFCnew_2019_Jun_11_1716_396,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,48,0,48,0,-1,2,Yes,1.4,-1,False Alarm,0.635537949391,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_397,stimulusRORE28_2IFCnew_2019_Jun_11_1716_398,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,49,0,49,0,-1,3,Yes,1.4,-1,Correct Rejection,0.603286109399,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_399,stimulusRORE28_2IFCnew_2019_Jun_11_1716_400,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,50,0,50,0,-1,2,Yes,1.4,-1,False Alarm,0.636411595624,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_401,stimulusRORE28_2IFCnew_2019_Jun_11_1716_402,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,51,0,51,0,-1,4,Yes,1.4,-1,Miss,0.658130412921,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_403,stimulusRORE28_2IFCnew_2019_Jun_11_1716_404,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,52,0,52,0,-1,2,Yes,1.4,-1,False Alarm,0.666863592807,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_405,stimulusRORE28_2IFCnew_2019_Jun_11_1716_406,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,53,0,53,0,-1,2,Yes,1.4,-1,False Alarm,0.601851654239,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_407,stimulusRORE28_2IFCnew_2019_Jun_11_1716_408,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,54,0,54,0,-1,1,Yes,1.4,-1,Hit,0.770235917531,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_409,stimulusRORE28_2IFCnew_2019_Jun_11_1716_410,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,55,0,55,0,-1,4,Yes,1.4,-1,Miss,0.701983932871,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_411,stimulusRORE28_2IFCnew_2019_Jun_11_1716_412,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,56,0,56,0,-1,2,Yes,1.4,-1,False Alarm,0.733472563792,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_413,stimulusRORE28_2IFCnew_2019_Jun_11_1716_414,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,57,0,57,0,-1,2,Yes,1.4,-1,False Alarm,0.665278466418,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_415,stimulusRORE28_2IFCnew_2019_Jun_11_1716_416,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,58,0,58,0,-1,2,Yes,1.4,-1,False Alarm,0.701263010036,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_417,stimulusRORE28_2IFCnew_2019_Jun_11_1716_418,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,59,0,59,0,-1,1,Yes,1.4,-1,Hit,0.600432799663,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_419,stimulusRORE28_2IFCnew_2019_Jun_11_1716_420,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,60,0,60,0,-1,1,Yes,1.4,-1,Hit,0.73431952484,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_421,stimulusRORE28_2IFCnew_2019_Jun_11_1716_422,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,61,0,61,0,-1,3,Yes,1.4,-1,Correct Rejection,0.702401049901,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_423,stimulusRORE28_2IFCnew_2019_Jun_11_1716_424,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,62,0,62,0,-1,1,Yes,1.4,-1,Hit,0.634509526193,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_425,stimulusRORE28_2IFCnew_2019_Jun_11_1716_426,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,63,0,63,0,-1,2,Yes,1.4,-1,False Alarm,0.634744360112,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_427,stimulusRORE28_2IFCnew_2019_Jun_11_1716_428,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,64,0,64,0,-1,3,Yes,1.4,-1,Correct Rejection,0.667052445002,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_429,stimulusRORE28_2IFCnew_2019_Jun_11_1716_430,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,65,0,65,0,-1,0,Yes,1.4,-1,No Answer,-1,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_431,stimulusRORE28_2IFCnew_2019_Jun_11_1716_432,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,66,0,66,0,-1,4,Yes,1.4,-1,Miss,0.601228442509,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_433,stimulusRORE28_2IFCnew_2019_Jun_11_1716_434,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,67,0,67,0,-1,1,Yes,1.4,-1,Hit,0.568741768599,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_435,stimulusRORE28_2IFCnew_2019_Jun_11_1716_436,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,68,0,68,0,-1,3,Yes,1.4,-1,Correct Rejection,0.565572337247,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_437,stimulusRORE28_2IFCnew_2019_Jun_11_1716_438,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,69,0,69,0,0.736752843484,8,No,1.4,-1,Correct Rejection,0.599446663167,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_439,stimulusRORE28_2IFCnew_2019_Jun_11_1716_440,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,70,0,70,0,-1,4,No,1.4,-1,Miss,0.700112654362,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_441,stimulusRORE28_2IFCnew_2019_Jun_11_1716_442,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,71,0,71,0,-1,2,No,1.4,-1,False Alarm,0.703627767507,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_443,stimulusRORE28_2IFCnew_2019_Jun_11_1716_444,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,72,0,72,0,-1,3,No,1.4,-1,Correct Rejection,0.634115400258,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_445,stimulusRORE28_2IFCnew_2019_Jun_11_1716_446,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,73,0,73,0,-1,4,No,1.4,-1,Miss,0.73472678801,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_447,stimulusRORE28_2IFCnew_2019_Jun_11_1716_448,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,74,0,74,0,-1,4,No,1.4,-1,Miss,0.533949456643,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_449,stimulusRORE28_2IFCnew_2019_Jun_11_1716_450,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,0,0,0,0,-1,0,No,3.7,-1,No Answer,-1,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_451,stimulusRORE28_2IFCnew_2019_Jun_11_1716_452,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,1,0,1,0,-1,4,No,3.7,-1,Miss,0.600680360105,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_453,stimulusRORE28_2IFCnew_2019_Jun_11_1716_454,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,2,0,2,0,-1,3,No,3.7,-1,Correct Rejection,0.567937094253,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_455,stimulusRORE28_2IFCnew_2019_Jun_11_1716_456,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,3,0,3,0,-1,4,No,3.7,-1,Miss,0.566615129355,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_457,stimulusRORE28_2IFCnew_2019_Jun_11_1716_458,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,4,0,4,0,-1,3,No,3.7,-1,Correct Rejection,0.600356027018,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_459,stimulusRORE28_2IFCnew_2019_Jun_11_1716_460,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,5,0,5,0,0.735594276804,2,Yes,3.7,-1,Correct Rejection,0.601310962345,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_461,stimulusRORE28_2IFCnew_2019_Jun_11_1716_462,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,6,0,6,0,-1,2,Yes,3.7,-1,False Alarm,0.734023519326,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_463,stimulusRORE28_2IFCnew_2019_Jun_11_1716_464,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,7,0,7,0,-1,1,Yes,3.7,-1,Hit,0.704012861475,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_465,stimulusRORE28_2IFCnew_2019_Jun_11_1716_466,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,8,0,8,0,-1,1,Yes,3.7,-1,Hit,0.602862013038,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_467,stimulusRORE28_2IFCnew_2019_Jun_11_1716_468,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,9,0,9,0,-1,3,Yes,3.7,-1,Correct Rejection,0.637853030581,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_469,stimulusRORE28_2IFCnew_2019_Jun_11_1716_470,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,10,0,10,0,0.768403230701,5,Yes,3.7,-1,False Alarm,0.668061983306,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_471,stimulusRORE28_2IFCnew_2019_Jun_11_1716_472,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,11,0,11,0,-1,1,Yes,3.7,-1,Hit,0.733120724093,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_473,stimulusRORE28_2IFCnew_2019_Jun_11_1716_474,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,12,0,12,0,0.738173339982,5,Yes,3.7,-1,False Alarm,0.833473877516,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_475,stimulusRORE28_2IFCnew_2019_Jun_11_1716_476,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,13,0,13,0,0.668857214507,5,Yes,3.7,-1,False Alarm,0.600129815284,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_477,stimulusRORE28_2IFCnew_2019_Jun_11_1716_478,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,14,0,14,0,0.567146788817,2,Yes,3.7,-1,Correct Rejection,0.67147651175,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_479,stimulusRORE28_2IFCnew_2019_Jun_11_1716_480,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,15,0,15,0,0.700534287374,2,Yes,3.7,-1,Correct Rejection,0.802656903397,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_481,stimulusRORE28_2IFCnew_2019_Jun_11_1716_482,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,16,0,16,0,-1,4,Yes,3.7,-1,Miss,0.600512445904,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_483,stimulusRORE28_2IFCnew_2019_Jun_11_1716_484,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,17,0,17,0,-1,0,Yes,3.7,-1,No Answer,-1,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_485,stimulusRORE28_2IFCnew_2019_Jun_11_1716_486,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,18,0,18,0,0.763922097627,2,Yes,3.7,-1,Correct Rejection,0.600840884726,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_487,stimulusRORE28_2IFCnew_2019_Jun_11_1716_488,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,19,0,19,0,-1,1,Yes,3.7,-1,Hit,0.601053959224,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_489,stimulusRORE28_2IFCnew_2019_Jun_11_1716_490,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,20,0,20,0,-1,2,Yes,3.7,-1,False Alarm,0.599162563682,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_491,stimulusRORE28_2IFCnew_2019_Jun_11_1716_492,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,21,0,21,0,0.900847289246,5,Yes,3.7,-1,False Alarm,0.532973994501,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_493,stimulusRORE28_2IFCnew_2019_Jun_11_1716_494,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,22,0,22,0,-1,1,Yes,3.7,-1,Hit,0.702533246018,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_495,stimulusRORE28_2IFCnew_2019_Jun_11_1716_496,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,23,0,23,0,-1,1,Yes,3.7,-1,Hit,0.568820183165,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_497,stimulusRORE28_2IFCnew_2019_Jun_11_1716_498,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,24,0,24,0,0.508935990743,5,Yes,3.7,-1,False Alarm,0.601763386279,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_499,stimulusRORE28_2IFCnew_2019_Jun_11_1716_500,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,25,0,25,0,-1,3,Yes,3.7,-1,Correct Rejection,0.766964259092,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_501,stimulusRORE28_2IFCnew_2019_Jun_11_1716_502,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,26,0,26,0,-1,4,Yes,3.7,-1,Miss,0.767346479464,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_503,stimulusRORE28_2IFCnew_2019_Jun_11_1716_504,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,27,0,27,0,-1,3,Yes,3.7,-1,Correct Rejection,0.599566132762,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_505,stimulusRORE28_2IFCnew_2019_Jun_11_1716_506,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,28,0,28,0,-1,1,Yes,3.7,-1,Hit,0.56904228963,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_507,stimulusRORE28_2IFCnew_2019_Jun_11_1716_508,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,29,0,29,0,-1,4,Yes,3.7,-1,Miss,0.535209017806,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_509,stimulusRORE28_2IFCnew_2019_Jun_11_1716_510,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,30,0,30,0,-1,1,Yes,3.7,-1,Hit,0.503185442649,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_511,stimulusRORE28_2IFCnew_2019_Jun_11_1716_512,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,31,0,31,0,-1,4,Yes,3.7,-1,Miss,0.633389551193,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_513,stimulusRORE28_2IFCnew_2019_Jun_11_1716_514,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,32,0,32,0,0.802266882267,5,Yes,3.7,-1,False Alarm,0.799614331219,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_515,stimulusRORE28_2IFCnew_2019_Jun_11_1716_516,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,33,0,33,0,-1,3,Yes,3.7,-1,Correct Rejection,0.804439503234,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_517,stimulusRORE28_2IFCnew_2019_Jun_11_1716_518,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,34,0,34,0,-1,1,Yes,3.7,-1,Hit,0.534550499171,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_519,stimulusRORE28_2IFCnew_2019_Jun_11_1716_520,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,35,0,35,0,-1,1,Yes,3.7,-1,Hit,0.540132721886,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_521,stimulusRORE28_2IFCnew_2019_Jun_11_1716_522,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,36,0,36,0,-1,3,Yes,3.7,-1,Correct Rejection,0.635838470887,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_523,stimulusRORE28_2IFCnew_2019_Jun_11_1716_524,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,37,0,37,0,-1,1,Yes,3.7,-1,Hit,0.567380390596,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_525,stimulusRORE28_2IFCnew_2019_Jun_11_1716_526,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,38,0,38,0,-1,3,Yes,3.7,-1,Correct Rejection,0.531295262743,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_527,stimulusRORE28_2IFCnew_2019_Jun_11_1716_528,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,39,0,39,0,-1,1,Yes,3.7,-1,Hit,0.532030144241,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_529,stimulusRORE28_2IFCnew_2019_Jun_11_1716_530,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,40,0,40,0,-1,3,Yes,3.7,-1,Correct Rejection,0.533687937539,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_531,stimulusRORE28_2IFCnew_2019_Jun_11_1716_532,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,41,0,41,0,-1,2,Yes,3.7,-1,False Alarm,0.367739866953,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_533,stimulusRORE28_2IFCnew_2019_Jun_11_1716_534,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,42,0,42,0,-1,3,Yes,3.7,-1,Correct Rejection,0.439774641767,False,True,stimulusRORE28_2IFCnew_2019_Jun_11_1716_535,stimulusRORE28_2IFCnew_2019_Jun_11_1716_536,2019_Jun_11_1716,2IFCnew,2,RORE28,
2IFCnew,43,0,43,0,-1,1,Yes,3.7,-1,Hit,0.402406140231,True,False,stimulusRORE28_2IFCnew_2019_Jun_11_1716_537,stimulusRORE28_2IFCnew_2019_Jun_11_1716_538,2019_Jun_11_1716,2IFCnew,2,RORE28,
