Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,2.0,-1,Hit,0.534071389586,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_1,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,1,0,1,0,2.0,-1,False Alarm,0.568336146884,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_2,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,2,0,2,0,2.0,-1,Correct Rejection,0.635471851099,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_3,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,3,0,3,0,2.0,-1,Hit,0.567294996697,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_4,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,4,0,4,0,2.0,-1,Hit,0.501362609211,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_5,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,5,0,5,0,2.0,-1,Miss,0.567714166827,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_6,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,6,0,6,0,2.0,-1,Hit,0.867169615347,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_7,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,7,0,7,0,2.0,-1,Hit,0.600209871773,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_8,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,8,0,8,0,2.0,-1,Correct Rejection,0.593157476746,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_9,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,9,0,9,0,2.0,-1,Hit,0.800668207929,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_10,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,10,0,10,0,2.0,-1,Miss,0.53374254005,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_11,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,11,0,11,0,2.0,-1,Miss,0.535177816637,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_12,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,12,0,12,0,2.0,-1,Hit,0.467817132361,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_13,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,13,0,13,0,2.0,-1,Hit,0.696774487384,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_14,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,14,0,14,0,2.0,-1,Hit,0.602208009921,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_15,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
Yes-No Task,15,0,15,0,2.0,-1,Correct Rejection,0.538617799059,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1650_16,-1,2019_Jun_11_1650,Yes-No Task,1,RORE28,
