Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,10,0,10,0,4.0,-1,Correct Rejection,0.50047089858,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_11,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,11,0,11,0,4.0,-1,Correct Rejection,0.504018445034,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_12,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,12,0,12,0,4.0,-1,Hit,0.63360673096,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_13,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,13,0,13,0,4.0,-1,Hit,0.736217078287,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_14,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,14,0,14,0,4.0,-1,Correct Rejection,0.4368470232,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_15,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,15,0,15,0,4.0,-1,Correct Rejection,0.567930114921,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_16,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,16,0,16,0,4.0,-1,False Alarm,0.536781006958,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_17,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,17,0,17,0,4.0,-1,Hit,0.568715903908,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_18,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,18,0,18,0,4.0,-1,Miss,0.59948443342,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_19,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,19,0,19,0,4.0,-1,Hit,0.401584222913,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_20,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,20,0,20,0,4.0,-1,Hit,0.467131106183,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_21,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,21,0,21,0,4.0,-1,Hit,0.667583283503,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_22,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,22,0,22,0,4.0,-1,Correct Rejection,0.503121807706,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_23,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,23,0,23,0,4.0,-1,False Alarm,0.534903570544,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_24,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,24,0,24,0,4.0,-1,Hit,0.569552601315,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_25,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,25,0,25,0,4.0,-1,Miss,0.50104238186,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_26,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,26,0,26,0,4.0,-1,Hit,0.524563915562,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_27,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,27,0,27,0,4.0,-1,Hit,0.630956232082,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_28,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,28,0,28,0,4.0,-1,Correct Rejection,0.569679871202,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_29,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,29,0,29,0,4.0,-1,Correct Rejection,0.59090767242,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_30,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,30,0,30,0,4.0,-1,False Alarm,0.500330901705,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_31,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,31,0,31,0,4.0,-1,Hit,0.632412446197,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_32,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,32,0,32,0,4.0,-1,Correct Rejection,0.669214391615,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_33,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,33,0,33,0,4.0,-1,Miss,0.505097365938,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_34,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,34,0,34,0,4.0,-1,Hit,0.431624440476,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_35,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,35,0,35,0,4.0,-1,False Alarm,0.571706747171,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_36,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,36,0,36,0,4.0,-1,False Alarm,0.602881309111,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_37,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,37,0,37,0,4.0,-1,False Alarm,0.620995924342,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_38,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,38,0,38,0,4.0,-1,Correct Rejection,0.668986537028,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_39,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,39,0,39,0,4.0,-1,Hit,0.793368662708,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_40,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
