Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,4.0,-1,Hit,0.601145511493,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_1,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,1,0,1,0,4.0,-1,Miss,0.600239431951,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_2,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,2,0,2,0,4.0,-1,Correct Rejection,0.469807879999,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_3,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,3,0,3,0,4.0,-1,Hit,0.600115856621,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_4,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,4,0,4,0,4.0,-1,Miss,0.479344091844,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_5,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,5,0,5,0,4.0,-1,Correct Rejection,0.600586344954,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_6,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,6,0,6,0,4.0,-1,Correct Rejection,0.533447767142,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_7,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,7,0,7,0,4.0,-1,Miss,0.567118050996,True,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_8,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,8,0,8,0,4.0,-1,No Answer,-1,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_9,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
Yes-No Task,9,0,9,0,4.0,-1,False Alarm,0.53238691017,False,-1,stimulus_RORE28_Yes-No Task_2019_Jun_11_1658_10,-1,2019_Jun_11_1658,Yes-No Task,1,RORE28,
