Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,time_response_second,response_2IFCnew,response_key2Interval_2IFCnew,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
2IFCnew,0,0,0,0,-1,1,null,9.7,-1,Hit,0.534942983184,True,False,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_1,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_2,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,1,0,1,0,-1,3,null,9.7,-1,Correct Rejection,0.500624443404,False,True,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_3,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_4,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,2,0,2,0,-1,3,null,9.7,-1,Correct Rejection,0.42952243425,False,True,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_5,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_6,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,3,0,3,0,-1,3,null,9.7,-1,Correct Rejection,0.402447605506,False,True,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_7,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_8,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,4,0,4,0,-1,1,null,9.7,-1,Hit,0.43437018618,True,False,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_9,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_10,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,5,0,5,0,-1,1,null,9.7,-1,Hit,0.534448272549,True,False,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_11,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_12,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,6,0,6,0,-1,2,null,9.7,-1,False Alarm,0.433425104711,False,True,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_13,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_14,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,7,0,7,0,-1,1,null,9.7,-1,Hit,0.531788331456,True,False,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_15,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_16,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,8,0,8,0,-1,3,null,9.7,-1,Correct Rejection,0.500201989431,False,True,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_17,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_18,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,9,0,9,0,-1,3,null,9.7,-1,Correct Rejection,0.634640491102,False,True,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_19,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_20,2019_Jun_11_1541,2IFCnew,,RAMA04,
2IFCnew,10,0,10,0,-1,1,null,9.7,-1,Hit,0.500272193458,True,False,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_21,stimulusRAMA04_2IFCnew_2019_Jun_11_1541_22,2019_Jun_11_1541,2IFCnew,,RAMA04,
