Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,16.0,-1,Correct Rejection,0.466873692349,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_1,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,1,0,1,0,16.0,-1,Correct Rejection,0.403357380535,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_2,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,2,0,2,0,16.0,-1,Hit,0.435684761498,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_3,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,3,0,3,0,16.0,-1,Correct Rejection,0.405536159407,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_4,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,4,0,4,0,16.0,-1,Correct Rejection,0.400756557938,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_5,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,5,0,5,0,16.0,-1,Hit,0.367454946507,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_6,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,6,0,6,0,16.0,-1,Correct Rejection,0.430919529404,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_7,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,7,0,7,0,16.0,-1,Correct Rejection,0.403660364915,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_8,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,8,0,8,0,16.0,-1,Correct Rejection,0.334439897444,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_9,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,9,0,9,0,16.0,-1,Hit,0.403440311085,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_10,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,10,0,10,0,16.0,-1,Correct Rejection,0.568171516992,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_11,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,11,0,11,0,16.0,-1,Correct Rejection,0.502043708693,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_12,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,12,0,12,0,16.0,-1,Hit,0.370405145455,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_13,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,13,0,13,0,16.0,-1,Correct Rejection,0.467296967283,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_14,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,14,0,14,0,16.0,-1,Correct Rejection,0.39968051156,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_15,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,15,0,15,0,16.0,-1,Hit,0.434201861732,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_16,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,16,0,16,0,16.0,-1,Hit,0.433988376521,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_17,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,17,0,17,0,16.0,-1,Hit,0.400024550501,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_18,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,18,0,18,0,16.0,-1,Correct Rejection,0.600199197885,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_19,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
Yes-No Task,19,0,19,0,16.0,-1,Correct Rejection,0.400015108287,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1410_20,-1,2019_Jun_11_1410,Yes-No Task,,RAMA04,
