Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,4.0,-1,Correct Rejection,0.567313471343,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_1,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,1,0,1,0,4.0,-1,Correct Rejection,0.33496457804,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_2,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,2,0,2,0,4.0,-1,Miss,0.300539706368,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_3,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,3,0,3,0,4.0,-1,Correct Rejection,0.267368238419,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_4,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,4,0,4,0,4.0,-1,Hit,0.426224090625,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_5,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,5,0,5,0,4.0,-1,Miss,0.335411664564,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_6,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,6,0,6,0,4.0,-1,Hit,0.267216746695,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_7,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,7,0,7,0,4.0,-1,Correct Rejection,0.399188674986,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_8,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,8,0,8,0,4.0,-1,Miss,0.368364310823,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_9,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,9,0,9,0,4.0,-1,Hit,0.299701777752,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_10,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,10,0,10,0,4.0,-1,Correct Rejection,0.534628092777,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_11,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,11,0,11,0,4.0,-1,Hit,0.46727479808,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_12,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,12,0,12,0,4.0,-1,Correct Rejection,0.425639058929,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_13,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,13,0,13,0,4.0,-1,Hit,0.467223068699,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_14,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,14,0,14,0,4.0,-1,Correct Rejection,0.500384273008,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_15,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,15,0,15,0,4.0,-1,Hit,0.532950182445,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_16,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,16,0,16,0,4.0,-1,Hit,0.401799760759,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_17,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,17,0,17,0,4.0,-1,Hit,0.466535811312,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_18,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,18,0,18,0,4.0,-1,False Alarm,0.401099776383,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_19,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,19,0,19,0,4.0,-1,Correct Rejection,0.36742538726,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_20,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,20,0,20,0,4.0,-1,Hit,0.535818682052,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_21,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,21,0,21,0,4.0,-1,False Alarm,0.500892120879,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_22,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,22,0,22,0,4.0,-1,Correct Rejection,0.534500412177,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_23,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,23,0,23,0,4.0,-1,Correct Rejection,0.498659970704,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_24,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,24,0,24,0,4.0,-1,Miss,0.733836720232,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_25,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,25,0,25,0,4.0,-1,Hit,0.501997316722,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_26,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,26,0,26,0,4.0,-1,Hit,0.506734220777,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_27,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,27,0,27,0,4.0,-1,False Alarm,0.402113830205,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_28,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,28,0,28,0,4.0,-1,Hit,0.537028978113,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_29,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,29,0,29,0,4.0,-1,False Alarm,0.464612803888,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_30,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,30,0,30,0,4.0,-1,Correct Rejection,0.402639331762,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_31,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,31,0,31,0,4.0,-1,Hit,0.466819500085,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_32,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,32,0,32,0,4.0,-1,Hit,0.567146378569,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_33,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,33,0,33,0,4.0,-1,Correct Rejection,0.65773546556,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_34,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,34,0,34,0,4.0,-1,False Alarm,0.566751020495,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_35,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,35,0,35,0,4.0,-1,Hit,0.43585965503,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_36,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,36,0,36,0,4.0,-1,Hit,0.726932942402,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_37,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,37,0,37,0,4.0,-1,Miss,0.532595058437,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_38,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,38,0,38,0,4.0,-1,Hit,0.434889940545,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_39,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
Yes-No Task,39,0,39,0,4.0,-1,Miss,0.562729291152,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1402_40,-1,2019_Jun_11_1402,Yes-No Task,,RAMA04,
