Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,10.0,-1,Miss,0.366501243319,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_1,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,1,0,1,0,10.0,-1,False Alarm,0.334361072164,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_2,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,2,0,2,0,10.0,-1,Hit,0.434926479124,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_3,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,3,0,3,0,10.0,-1,Hit,0.434168607462,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_4,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,4,0,4,0,10.0,-1,Correct Rejection,0.465755769517,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_5,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,5,0,5,0,10.0,-1,Correct Rejection,0.533430523705,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_6,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,6,0,6,0,10.0,-1,Hit,0.400258563459,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_7,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,7,0,7,0,10.0,-1,Correct Rejection,0.500680278521,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_8,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,8,0,8,0,10.0,-1,Hit,0.399850889109,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_9,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,9,0,9,0,10.0,-1,Correct Rejection,0.434387018438,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_10,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,10,0,10,0,10.0,-1,Hit,0.296673985664,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_11,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,11,0,11,0,10.0,-1,Hit,0.500719280448,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_12,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,12,0,12,0,10.0,-1,False Alarm,0.400905587245,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_13,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,13,0,13,0,10.0,-1,Hit,0.601010851562,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_14,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,14,0,14,0,10.0,-1,Hit,0.500462277327,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_15,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,15,0,15,0,10.0,-1,Hit,0.496107593179,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_16,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,16,0,16,0,10.0,-1,Correct Rejection,0.433298245072,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_17,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,17,0,17,0,10.0,-1,Hit,0.568064364139,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_18,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,18,0,18,0,10.0,-1,Correct Rejection,0.499235969968,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_19,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,19,0,19,0,10.0,-1,Correct Rejection,0.6350214798,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_20,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
Yes-No Task,20,0,20,0,10.0,-1,Hit,0.400690049399,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1353_21,-1,2019_Jun_11_1353,Yes-No Task,,RAMA04,
