Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,date,expName,session,participant,
Yes-No Task,0,0,0,0,1.0,-1,Correct Rejection,0.403040847741,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_1,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,1,0,1,0,1.0,-1,Miss,0.371218851767,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_2,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,2,0,2,0,1.0,-1,Correct Rejection,0.367963205092,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_3,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,3,0,3,0,1.0,-1,Miss,0.335044224281,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_4,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,4,0,4,0,1.0,-1,Miss,0.266733120661,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_5,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,5,0,5,0,1.0,-1,False Alarm,0.199580994435,False,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_6,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,6,0,6,0,1.0,-1,Miss,0.234398349654,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_7,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,7,0,7,0,1.0,-1,Miss,0.467692736071,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_8,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,8,0,8,0,1.0,-1,Hit,0.434809472878,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_9,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
Yes-No Task,9,0,9,0,1.0,-1,Hit,0.533442429733,True,-1,stimulus_RAMA04_Yes-No Task_2019_Jun_11_1408_10,-1,2019_Jun_11_1408,Yes-No Task,,RAMA04,
